"Monitor Name","DMO Name","EMIS Code","District","UC Name","Month","Year","Visit Type","Cluster Name","School Name","Gender","Level","Seasonal Zone"
"ahmad.taj.haripur","dmo.haripur","24581","HARIPUR","QAZI PUR","5","2026","Regular","ahmed","GPS DHERI NAQARCHIAN","Boys","Primary","Summer"
"ahmad.taj.haripur","dmo.haripur","24656","HARIPUR","ALI KHAN","5","2026","Regular","ahmed","GPS KAHAL","Boys","Primary","Summer"
"ahmad.taj.haripur","dmo.haripur","24782","HARIPUR","MUSLIM ABAD","5","2026","Regular","ahmed","GPS PAKSHAHI","Boys","Primary","Summer"
"ahmad.taj.haripur","dmo.haripur","24879","HARIPUR","TOFKIAN","5","2026","Regular","ahmed","GPS TOFKIAN","Boys","Primary","Summer"
"ahmad.taj.haripur","dmo.haripur","24950","HARIPUR","ALI KHAN","5","2026","Regular","ahmed","GPS KAHAL BALA","Boys","Primary","Summer"
"ahmad.taj.haripur","dmo.haripur","24970","HARIPUR","NAJAFPUR","5","2026","Regular","ahmed","GMPS MAIRA DARTIAN","Boys","Mosque","Summer"
"ahmad.taj.haripur","dmo.haripur","33270","HARIPUR","SIRYA","5","2026","Regular","ahmed","GHS BANDI GULLO","Boys","High","Summer"
"ahmad.taj.haripur","dmo.haripur","33312","HARIPUR","PANDAK","5","2026","Regular","ahmed","GMS MIRPUR","Boys","Middle","Summer"
"ahmad.taj.haripur","dmo.haripur","35374","HARIPUR","KHANPUR","5","2026","Regular","ahmed","GHS PIND GUJRAN","Boys","High","Summer"
"ahmad.taj.haripur","dmo.haripur","36553","HARIPUR","BAGRA","5","2026","Regular","ahmed","GHSS BAGRA","Boys","Higher Secondary","Summer"
"ahmad.taj.haripur","dmo.haripur","24470","HARIPUR","NAJAFPUR","5","2026","Regular","ahmed","GPS BABUTRI","Boys","Primary","Summer"
"ahmad.taj.haripur","dmo.haripur","24490","HARIPUR","SIRYA","5","2026","Regular","ahmed","GPS BANDI GULLOO","Boys","Primary","Summer"
"ahmad.taj.haripur","dmo.haripur","24531","HARIPUR","ALI KHAN","5","2026","Regular","ahmed","GPS CHAK SHAH MUHAMMAD","Boys","Primary","Summer"
"ahmad.taj.haripur","dmo.haripur","24707","HARIPUR","KHOLIAN BALA","5","2026","Regular","ahmed","GEMPS KHOLIAN BALA","Boys","Primary","Summer"
"ahmad.taj.haripur","dmo.haripur","24876","HARIPUR","REHANA","5","2026","Regular","ahmed","GPS THEH","Boys","Primary","Summer"
"ahmad.taj.haripur","dmo.haripur","24905","HARIPUR","MUSLIM ABAD","5","2026","Regular","ahmed","GMPS NARTOPA BAGRAN","Boys","Mosque","Summer"
"ahmad.taj.haripur","dmo.haripur","31555","HARIPUR","MUSLIM ABAD","5","2026","Regular","ahmed","GPS KHOI BAGRAN NO 2","Boys","Primary","Summer"
"ahmad.taj.haripur","dmo.haripur","24474","HARIPUR","MUSLIM ABAD","5","2026","Regular","ahmed","GPS BAGHPUR DHERI","Boys","Primary","Summer"
"ahmad.taj.haripur","dmo.haripur","24567","HARIPUR","NAJAFPUR","5","2026","Regular","ahmed","GEMPS DARTIAN","Boys","Primary","Summer"
"ahmad.taj.haripur","dmo.haripur","24759","HARIPUR","ALI KHAN","5","2026","Regular","ahmed","GPS MURAD ABAD","Boys","Primary","Summer"
"ahmad.taj.haripur","dmo.haripur","25028","HARIPUR","NAJAFPUR","5","2026","Regular","ahmed","GPS SOKAR","Boys","Primary","Summer"
"ahmad.taj.haripur","dmo.haripur","27637","HARIPUR","QAZI PUR","5","2026","Regular","ahmed","GPS MIAN DHERI","Boys","Primary","Summer"
"ahmad.taj.haripur","dmo.haripur","33295","HARIPUR","BAREELA","5","2026","Regular","ahmed","GMS KHOI NARA","Boys","Middle","Summer"
"ahmad.taj.haripur","dmo.haripur","90807","HARIPUR","KOT NAJEEBULLAH","5","2026","Regular","ahmed","GPS MAIRA SHEENI","Boys","Middle","Summer"
"ahmad.taj.haripur","dmo.haripur","24746","HARIPUR","PANDAK","5","2026","Regular","ahmed","GPS MIR PUR","Boys","Primary","Summer"
"ahmad.taj.haripur","dmo.haripur","24971","HARIPUR","KOT NAJEEBULLAH","5","2026","Regular","ahmed","GPS MAIRA SHEENI","Boys","Primary","Summer"
"ahmad.taj.haripur","dmo.haripur","25008","HARIPUR","TOFKIAN","5","2026","Regular","ahmed","GMPS PIND GAKHARA","Boys","Mosque","Summer"
"ahmad.taj.haripur","dmo.haripur","35361","HARIPUR","KHOLIAN BALA","5","2026","Regular","ahmed","GHS KHOLIAN BALA","Boys","High","Summer"
"ahmad.taj.haripur","dmo.haripur","24547","HARIPUR","REHANA","5","2026","Regular","ahmed","GPS CHHAJJIAN","Boys","Primary","Summer"
"ahmad.taj.haripur","dmo.haripur","24835","HARIPUR","MUSLIM ABAD","5","2026","Regular","ahmed","GPS NAROTA","Boys","Primary","Summer"
"ahmad.taj.haripur","dmo.haripur","24844","HARIPUR","QAZI PUR","5","2026","Regular","ahmed","GPS SHEIKH CHOORR","Boys","Primary","Summer"
"ahmad.taj.haripur","dmo.haripur","33315","HARIPUR","MUSLIM ABAD","5","2026","Regular","ahmed","GHS PAKSHAI","Boys","High","Summer"
"ahmad.taj.haripur","dmo.haripur","37126","HARIPUR","NAJAFPUR","5","2026","Regular","ahmed","GMS BABOOTRI","Boys","Middle","Summer"
"ahmad.taj.haripur","dmo.haripur","24647","HARIPUR","TOFKIAN","5","2026","Regular","ahmed","GPS JANDIAL","Boys","Primary","Summer"
"ahmad.taj.haripur","dmo.haripur","24702","HARIPUR","MUSLIM ABAD","5","2026","Regular","ahmed","GPS KHOI BAGRAN NO.1","Boys","Primary","Summer"
"ahmad.taj.haripur","dmo.haripur","24871","HARIPUR","BAGRA","5","2026","Regular","ahmed","GPS TEERAN","Boys","Primary","Summer"
"ahmad.taj.haripur","dmo.haripur","24961","HARIPUR","BANDI SHER KHAN","5","2026","Regular","ahmed","GPS KIYIAN","Boys","Primary","Summer"
"ahmad.taj.haripur","dmo.haripur","29618","HARIPUR","BAREELA","5","2026","Regular","ahmed","GPS NARA","Boys","Primary","Summer"
"ahmad.taj.haripur","dmo.haripur","32908","HARIPUR","MUSLIM ABAD","5","2026","Regular","ahmed","GMPS BAKKA","Boys","Mosque","Summer"
"ahmad.taj.haripur","dmo.haripur","35335","HARIPUR","MUSLIM ABAD","5","2026","Regular","ahmed","GHS BAGH PUR DHERI","Boys","High","Summer"
"ahmad.taj.haripur","dmo.haripur","35356","HARIPUR","ALI KHAN","5","2026","Regular","ahmed","GHSS KAHAL","Boys","Higher Secondary","Summer"
"ahmad.taj.haripur","dmo.haripur","24512","HARIPUR","MUSLIM ABAD","5","2026","Regular","ahmed","GPS BARWAR KHAN PUR","Boys","Primary","Summer"
"ahmad.taj.haripur","dmo.haripur","24756","HARIPUR","ALI KHAN","5","2026","Regular","ahmed","GPS MOONAN HARIPUR","Boys","Primary","Summer"
"ahmad.taj.haripur","dmo.haripur","24795","HARIPUR","KHANPUR","5","2026","Regular","ahmed","GPS PIND GUJRAN","Boys","Primary","Summer"
"ahmad.taj.haripur","dmo.haripur","24990","HARIPUR","PIND KAMAL KHAN","5","2026","Regular","ahmed","GPS NATHOO KHATHAR","Boys","Primary","Summer"
"ahmad.taj.haripur","dmo.haripur","30202","HARIPUR","BAGRA","5","2026","Regular","ahmed","GPS BAGRA NO.2","Boys","Primary","Summer"
"ahmad.taj.haripur","dmo.haripur","33310","HARIPUR","ALI KHAN","5","2026","Regular","ahmed","GMS MOONAN","Boys","Middle","Summer"
"ahmad.taj.haripur","dmo.haripur","35339","HARIPUR","REHANA","5","2026","Regular","ahmed","GHSS CHHAJJIAN","Boys","Higher Secondary","Summer"
"ahmad.taj.haripur","dmo.haripur","35341","HARIPUR","NAJAFPUR","5","2026","Regular","ahmed","GHS DARTIAN","Boys","High","Summer"
"ahmad.taj.haripur","dmo.haripur","35345","HARIPUR","QAZI PUR","5","2026","Regular","ahmed","GHS DHERI NAQARCHIAN","Boys","High","Summer"
"ahmad.taj.haripur","dmo.haripur","35384","HARIPUR","TOFKIAN","5","2026","Regular","ahmed","GHS TOFKIAN","Boys","High","Summer"
"ahmad.taj.haripur","dmo.haripur","24476","HARIPUR","BAGRA","5","2026","Regular","ahmed","GEMPS BAGRA NO 1","Boys","Primary","Summer"
"ahmad.taj.haripur","dmo.haripur","24484","HARIPUR","BAGRA","5","2026","Regular","ahmed","GEMPS BALDHER","Boys","Primary","Summer"
"ahmad.taj.haripur","dmo.haripur","24686","HARIPUR","BAGRA","5","2026","Regular","ahmed","GPS KARLIAN","Boys","Primary","Summer"
"ahmad.taj.haripur","dmo.haripur","24706","HARIPUR","BAREELA","5","2026","Regular","ahmed","GPS KHOI NARA","Boys","Primary","Summer"
"ahmad.taj.haripur","dmo.haripur","24849","HARIPUR","BAGRA","5","2026","Regular","ahmed","GPS SHORAG","Boys","Primary","Summer"
"Amber.Naz","dmo.haripur","11052","HARIPUR","BEER","5","2026","Regular","Amber","GGPS KACHHI","Girls","Primary","Summer"
"Amber.Naz","dmo.haripur","25069","HARIPUR","PIND KAMAL KHAN","5","2026","Regular","Amber","GGPS BANDI SEERAN","Girls","Primary","Summer"
"Amber.Naz","dmo.haripur","25130","HARIPUR","SHAH MAQSOOD","5","2026","Regular","Amber","GGPS GHAIBA","Girls","Primary","Summer"
"Amber.Naz","dmo.haripur","25158","HARIPUR","KHOLIAN BALA","5","2026","Regular","Amber","GGPS KAILEG","Girls","Primary","Summer"
"Amber.Naz","dmo.haripur","25260","HARIPUR","SARAI SALEH","5","2026","Regular","Amber","GGPS SARAI SALEH NO.2","Girls","Primary","Summer"
"Amber.Naz","dmo.haripur","3413762","HARIPUR","JATTI PIND","5","2026","Regular","Amber","GCS DANA TUBE WELL","Co-Edu","Primary","Summer"
"Amber.Naz","dmo.haripur","34521","HARIPUR","JABRI","5","2026","Regular","Amber","GGHS KOHALA BALA","Girls","High","Summer"
"Amber.Naz","dmo.haripur","37185","HARIPUR","SHAH MAQSOOD","5","2026","Regular","Amber","GGMS GHEBA","Girls","Middle","Summer"
"Amber.Naz","dmo.haripur","41907","HARIPUR","JABRI","5","2026","Regular","Amber","GGPS BANDI","Girls","Primary","Summer"
"Amber.Naz","dmo.haripur","25063","HARIPUR","BAGRA","5","2026","Regular","Amber","GGPS BAGRA NO 1","Girls","Primary","Summer"
"Amber.Naz","dmo.haripur","25105","HARIPUR","JABRI","5","2026","Regular","Amber","GGPS DARKOT","Girls","Primary","Summer"
"Amber.Naz","dmo.haripur","25246","HARIPUR","PIND KAMAL KHAN","5","2026","Regular","Amber","GGPS RARRA","Girls","Primary","Summer"
"Amber.Naz","dmo.haripur","3480849","HARIPUR","SARAI SALEH","5","2026","Regular","Amber","GCS MERA SERAI SALEH","Co-Edu","Primary","Summer"
"Amber.Naz","dmo.haripur","3483077","HARIPUR","HARIPUR CENTRAL","5","2026","Regular","Amber","GCS CITY NO 4","Co-Edu","Primary","Summer"
"Amber.Naz","dmo.haripur","3483104","HARIPUR","DARWAISH","5","2026","Regular","Amber","GCS HUSANI BAG AMAZAI","Co-Edu","Primary","Summer"
"Amber.Naz","dmo.haripur","36296","HARIPUR","BAGRA","5","2026","Regular","Amber","GGHS BAGRA","Girls","High","Summer"
"Amber.Naz","dmo.haripur","40143","HARIPUR","LADAR MANG","5","2026","Regular","Aneeta SL","GGPS PHAMBA","Girls","Primary","Summer"
"Amber.Naz","dmo.haripur","41911","HARIPUR","BAIT GALI","5","2026","Regular","Amber","GGPS CHOORA ZIARAT BELA","Girls","Primary","Winter"
"Amber.Naz","dmo.haripur","11021","HARIPUR","BEER","5","2026","Regular","Amber","GGPS GORHAKI","Girls","Primary","Summer"
"Amber.Naz","dmo.haripur","25194","HARIPUR","LADAR MANG","5","2026","Regular","Aneeta SL","GGPS LADAR MONG","Girls","Primary","Summer"
"Amber.Naz","dmo.haripur","29922","HARIPUR","PANDAK","5","2026","Regular","Amber","GGPS MIR PUR NAI ABADI","Girls","Primary","Summer"
"Amber.Naz","dmo.haripur","11179","HARIPUR","SARAI NIAMAT KHAN","5","2026","Regular","Amber","GGPS PASWAL","Girls","Primary","Summer"
"Amber.Naz","dmo.haripur","118028","HARIPUR","SARAI NIAMAT KHAN","5","2026","Regular","Amber","GCS LOHAR MERA BANDI","Girls","Primary","Summer Zone"
"Amber.Naz","dmo.haripur","25053","HARIPUR","JABRI","5","2026","Regular","Amber","GGPS KOHALA BALA","Girls","Primary","Summer"
"Amber.Naz","dmo.haripur","25060","HARIPUR","LADAR MANG","5","2026","Regular","Aneeta SL","GGPS BADHORA","Girls","Primary","Summer"
"Amber.Naz","dmo.haripur","25080","HARIPUR","KOTEHRA","5","2026","Regular","Amber","GGPS BHALL","Girls","Primary","Summer"
"Amber.Naz","dmo.haripur","25095","HARIPUR","KHOLIAN BALA","5","2026","Regular","Amber","GGPS CHHACH MAIRA","Girls","Primary","Summer"
"Amber.Naz","dmo.haripur","25171","HARIPUR","BAGRA","5","2026","Regular","Amber","GGPS KARLAN","Girls","Primary","Summer"
"Amber.Naz","dmo.haripur","25198","HARIPUR","SHAH MAQSOOD","5","2026","Regular","Amber","GGPS MAIRA DINGA PULL","Girls","Primary","Summer"
"Amber.Naz","dmo.haripur","25259","HARIPUR","SARAI SALEH","5","2026","Regular","Amber","GGPS SARAI SALEH NO.1","Girls","Primary","Summer"
"Amber.Naz","dmo.haripur","27900","HARIPUR","BEER","5","2026","Regular","Amber","GGPS BEHAKY","Girls","Primary","Summer"
"Amber.Naz","dmo.haripur","29892","HARIPUR","LADAR MANG","5","2026","Regular","Aneeta SL","GGPS HASSANBAI","Girls","Primary","Summer"
"Amber.Naz","dmo.haripur","118058","HARIPUR","SHAH MAQSOOD","5","2026","Regular","Amber","GCS MOHRI NO 2","Girls","Primary","Summer Zone"
"Amber.Naz","dmo.haripur","118084","HARIPUR","SHAH MAQSOOD","5","2026","Regular","Amber","GCS MOHRI NO.2","Girls","Primary","Summer Zone"
"Amber.Naz","dmo.haripur","25073","HARIPUR","BANDI SHER KHAN","5","2026","Regular","Amber","GGPS BARTHAL","Girls","Primary","Summer"
"Amber.Naz","dmo.haripur","25212","HARIPUR","SHAH MAQSOOD","5","2026","Regular","Amber","GGPS MOHRI NO.2","Girls","Primary","Summer"
"Amber.Naz","dmo.haripur","34515","HARIPUR","KOTEHRA","5","2026","Regular","Amber","GGHS JHAMRA","Girls","High","Summer"
"Amber.Naz","dmo.haripur","36309","HARIPUR","SARAI SALEH","5","2026","Regular","Amber","GGHS SARAI SALEH","Girls","High","Summer"
"Amber.Naz","dmo.haripur","38678","HARIPUR","BARKOT","5","2026","Regular","Amber","GGPS KEEKOT","Girls","Primary","Summer"
"Amber.Naz","dmo.haripur","40447","HARIPUR","BEER","5","2026","Regular","Amber","GGMS KACHHI","Girls","Middle","Summer"
"Amber.Naz","dmo.haripur","41752","HARIPUR","SHAH MAQSOOD","5","2026","Regular","Amber","GGMS MAIRA DINGA PUL","Girls","Middle","Summer"
"Amber.Naz","dmo.haripur","118070","HARIPUR","PANDAK","5","2026","Regular","Amber","GCS AKBARABAD","Girls","Primary","Summer Zone"
"Amber.Naz","dmo.haripur","25148","HARIPUR","KOTEHRA","5","2026","Regular","Amber","GGPS JAHMRA","Girls","Primary","Summer"
"Amber.Naz","dmo.haripur","25286","HARIPUR","BAIT GALI","5","2026","Regular","Amber","GGPS ZIARAT BALA","Girls","Primary","Winter"
"Amber.Naz","dmo.haripur","32606","HARIPUR","PIND HASHIM KHAN","5","2026","Regular","Amber","GGPS NILORE","Girls","Primary","Summer"
"Amber.Naz","dmo.haripur","3483105","HARIPUR","SARAI SALEH","5","2026","Regular","Amber","GCS SARAI SALEH","Co-Edu","Primary","Summer"
"Amber.Naz","dmo.haripur","3483345","HARIPUR","REHANA","5","2026","Regular","Amber","GCS TARIQ ABAD REHANA","Co-Edu","Primary","Summer"
"Amber.Naz","dmo.haripur","37866","HARIPUR","PIND KAMAL KHAN","5","2026","Regular","Amber","GGHS BANDI SEERAN","Girls","High","Summer"
"Amber.Naz","dmo.haripur","40451","HARIPUR","BEER","5","2026","Regular","Amber","GGPS CHANJEHALA","Girls","Primary","Summer"
"Amber.Naz","dmo.haripur","118059","HARIPUR","PANDAK","5","2026","Regular","Amber","GCS ASLAM KHAN COLONY","Girls","Primary","Summer Zone"
"Amber.Naz","dmo.haripur","25076","HARIPUR","BAIT GALI","5","2026","Regular","Amber","GGPS BATTANGI","Girls","Primary","Winter"
"Amber.Naz","dmo.haripur","30044","HARIPUR","KOTEHRA","5","2026","Regular","Amber","GGPS CHACHIAN RAKKAR","Girls","Primary","Summer"
"Amber.Naz","dmo.haripur","34532","HARIPUR","SARAI NIAMAT KHAN","5","2026","Regular","Amber","GGMS PASWAL","Girls","Middle","Summer"
"Amber.Naz","dmo.haripur","3483301","HARIPUR","SARAI NIAMAT KHAN","5","2026","Regular","Amber","GCS MAIRA BANDA","Co-Edu","Primary","Summer"
"Amber.Naz","dmo.haripur","39478","HARIPUR","PANDAK","5","2026","Regular","Amber","GGPS GHER KHAN","Girls","Primary","Summer"
"Amber.Naz","dmo.haripur","10971","HARIPUR","BEER","5","2026","Regular","Amber","GGPS BHATT","Girls","Primary","Summer"
"Amber.Naz","dmo.haripur","118069","HARIPUR","DERWESH","5","2026","Regular","Amber","GCS MALKAN WALA","Girls","Primary","Summer Zone"
"Amber.Naz","dmo.haripur","25003","HARIPUR","KOTEHRA","5","2026","Regular","Amber","GGPS PHALL","Girls","Primary","Summer"
"Amber.Naz","dmo.haripur","25081","HARIPUR","BAKKA","5","2026","Regular","Amber","GGPS BHERA","Girls","Primary","Summer"
"Amber.Naz","dmo.haripur","25268","HARIPUR","BAGRA","5","2026","Regular","Amber","GGPS SHORAGE","Girls","Primary","Summer"
"Amber.Naz","dmo.haripur","29901","HARIPUR","KHOLIAN BALA","5","2026","Regular","Amber","GGPS DOBANDI BALA","Girls","Primary","Summer"
"Amber.Naz","dmo.haripur","3480830","HARIPUR","PIND HASHIM KHAN","5","2026","Regular","Amber","GCS MOHALLAH GRANDA","Co-Edu","Primary","Summer"
"Amber.Naz","dmo.haripur","3483059","HARIPUR","BAGRA","5","2026","Regular","Amber","GCS DUBANDI","Co-Edu","Primary","Summer"
"Amber.Naz","dmo.haripur","3483109","HARIPUR","BEER","5","2026","Regular","Amber","GCS CHANJILALA","Co-Edu","Primary","Summer"
"Amber.Naz","dmo.haripur","3483302","HARIPUR","SARAI NIAMAT KHAN","5","2026","Regular","Amber","GCS AIN PUR PASWAL","Co-Edu","Primary","Summer"
"Amber.Naz","dmo.haripur","3483350","HARIPUR","HARIPUR CENTRAL","5","2026","Regular","Amber","GCS DOCTOR COLONY","Co-Edu","Primary","Summer"
"Amber.Naz","dmo.haripur","37860","HARIPUR","BAKKA","5","2026","Regular","Amber","GGHS BHERA","Girls","High","Summer"
"Amber.Naz","dmo.haripur","40022","HARIPUR","LADAR MANG","5","2026","Regular","Aneeta SL","GGMS HASSAN BHAI","Girls","Middle","Summer"
"aneeta.haripur.sl","dmo.haripur","25052","HARIPUR","BAREELA","5","2026","Regular","Aneeta SL","GGPS KHOI NARA","Girls","Primary","Summer"
"aneeta.haripur.sl","dmo.haripur","25065","HARIPUR","BAKKA","5","2026","Regular","Aneeta SL","GGPS BAKKA JABBI","Girls","Primary","Summer"
"aneeta.haripur.sl","dmo.haripur","25079","HARIPUR","GHAZI","5","2026","Regular","Aneeta SL","GGPS BHAI","Girls","Primary","Summer"
"aneeta.haripur.sl","dmo.haripur","25216","HARIPUR","JABRI","5","2026","Regular","Aneeta SL","GGPS NALLAH","Girls","Primary","Summer"
"aneeta.haripur.sl","dmo.haripur","29811","HARIPUR","MUSLIM ABAD","5","2026","Regular","Aneeta SL","GGPS BHERRAY","Girls","Primary","Summer"
"aneeta.haripur.sl","dmo.haripur","3483078","HARIPUR","MANKARAI","5","2026","Regular","Aneeta SL","GCS BAJEEDA","Co-Edu","Primary","Summer"
"aneeta.haripur.sl","dmo.haripur","3483095","HARIPUR","MANKARAI","5","2026","Regular","Aneeta SL","GCS PHARALLA","Co-Edu","Primary","Summer"
"aneeta.haripur.sl","dmo.haripur","3483244","HARIPUR","PANIAN","5","2026","Regular","Aneeta SL","GCS TODO","Co-Edu","Primary","Summer"
"aneeta.haripur.sl","dmo.haripur","39468","HARIPUR","HARIPUR SOUTH","5","2026","Regular","Aneeta SL","GGHS TIP HOUSING SOCIETY","Girls","High","Summer"
"aneeta.haripur.sl","dmo.haripur","118009","HARIPUR","PANIAN","5","2026","Regular","Aneeta SL","GCS GANYAH NORTH","Girls","Primary","Summer Zone"
"aneeta.haripur.sl","dmo.haripur","118062","HARIPUR","MANKARI","5","2026","Regular","Aneeta SL","GCS MAKHAN","Girls","Primary","Summer Zone"
"aneeta.haripur.sl","dmo.haripur","118110","HARIPUR","PANIAN","5","2026","Regular","Aneeta SL","GCS PHARO","Girls","Primary","Summer Zone"
"aneeta.haripur.sl","dmo.haripur","25146","HARIPUR","JABRI","5","2026","Regular","Aneeta SL","GGPS JABBRI","Girls","Primary","Summer"
"aneeta.haripur.sl","dmo.haripur","25151","HARIPUR","MANKARAI","5","2026","Regular","Aneeta SL","GGPS JAMA","Girls","Primary","Summer"
"aneeta.haripur.sl","dmo.haripur","25156","HARIPUR","JATTI PIND","5","2026","Regular","Aneeta SL","GGPS KAG","Girls","Primary","Summer"
"aneeta.haripur.sl","dmo.haripur","32911","HARIPUR","BAIT GALI","5","2026","Regular","Aneeta SL","GGPS DEVI","Girls","Primary","Summer"
"aneeta.haripur.sl","dmo.haripur","34498","HARIPUR","MUSLIM ABAD","5","2026","Regular","Aneeta SL","GGHSS BAGHPUR DHERI","Girls","Higher Secondary","Summer"
"aneeta.haripur.sl","dmo.haripur","3480841","HARIPUR","KHALABAT","5","2026","Regular","Aneeta SL","GCS HAJI ABAD HCIP","Co-Edu","Primary","Summer"
"aneeta.haripur.sl","dmo.haripur","3483094","HARIPUR","NAJAFPUR","5","2026","Regular","Aneeta SL","GCS BHERA","Co-Edu","Primary","Summer"
"aneeta.haripur.sl","dmo.haripur","40139","HARIPUR","SARAI NIAMAT KHAN","5","2026","Regular","Aneeta SL","GGMS NOOR PUR","Girls","Middle","Summer"
"aneeta.haripur.sl","dmo.haripur","118038","HARIPUR","TOFKIAN","5","2026","Regular","Aneeta SL","GCS AHAL SYEDAN","Girls","Primary","Summer Zone"
"aneeta.haripur.sl","dmo.haripur","25232","HARIPUR","PANIAN","5","2026","Regular","Aneeta SL","GGPS PAHARO","Girls","Primary","Summer"
"aneeta.haripur.sl","dmo.haripur","29970","HARIPUR","MUSLIM ABAD","5","2026","Regular","Amber","GGPS KARWALI","Girls","Primary","Summer"
"aneeta.haripur.sl","dmo.haripur","34512","HARIPUR","JATTI PIND","5","2026","Regular","Aneeta SL","GGHS JATTI PIND","Girls","High","Summer"
"aneeta.haripur.sl","dmo.haripur","3483098","HARIPUR","PANIAN","5","2026","Regular","Aneeta SL","GCS KANGRA","Co-Edu","Primary","Summer"
"aneeta.haripur.sl","dmo.haripur","37859","HARIPUR","PANIAN","5","2026","Regular","Aneeta SL","GGMS KANGRA NO.2","Girls","Middle","Summer"
"aneeta.haripur.sl","dmo.haripur","39471","HARIPUR","SARAI NIAMAT KHAN","5","2026","Regular","Aneeta SL","GGPS AINPUR","Girls","Primary","Summer"
"aneeta.haripur.sl","dmo.haripur","40137","HARIPUR","JABRI","5","2026","Regular","Aneeta SL","GGMS NULLAH JABRI","Girls","Middle","Summer"
"aneeta.haripur.sl","dmo.haripur","25115","HARIPUR","NAJAFPUR","5","2026","Regular","Amber","GGPS DHOKE GHAKRAN","Girls","Primary","Summer"
"aneeta.haripur.sl","dmo.haripur","25132","HARIPUR","GHAZI","5","2026","Regular","Aneeta SL","GGPS GHARI MAIRA","Girls","Primary","Summer"
"aneeta.haripur.sl","dmo.haripur","25169","HARIPUR","BAIT GALI","5","2026","Regular","Aneeta SL","GGPS KANGRUCHHA","Girls","Primary","Summer"
"aneeta.haripur.sl","dmo.haripur","25175","HARIPUR","GHAZI","5","2026","Regular","Aneeta SL","GGPS KHALOO","Girls","Primary","Summer"
"aneeta.haripur.sl","dmo.haripur","25245","HARIPUR","MUSLIM ABAD","5","2026","Regular","Amber","GGPS RAJDAHANI","Girls","Primary","Summer"
"aneeta.haripur.sl","dmo.haripur","34516","HARIPUR","TOFKIAN","5","2026","Regular","Aneeta SL","GGHS JOULIAN","Girls","High","Summer"
"aneeta.haripur.sl","dmo.haripur","37864","HARIPUR","MUSLIM ABAD","5","2026","Regular","Amber","GGMS KARWALI","Girls","Middle","Summer"
"aneeta.haripur.sl","dmo.haripur","37869","HARIPUR","BAKKA","5","2026","Regular","Aneeta SL","GGPS PANDORI","Girls","Primary","Summer"
"aneeta.haripur.sl","dmo.haripur","38425","HARIPUR","GHAZI","5","2026","Regular","Aneeta SL","GGPS GHAZI NO 2","Girls","Primary","Summer"
"aneeta.haripur.sl","dmo.haripur","118027","HARIPUR","SARAI NIAMAT KHAN","5","2026","Regular","Aneeta SL","GCS LOHAR DARRA","Girls","Primary","Summer Zone"
"aneeta.haripur.sl","dmo.haripur","25103","HARIPUR","KHANPUR","5","2026","Regular","Aneeta SL","GGPS DARA","Girls","Primary","Summer"
"aneeta.haripur.sl","dmo.haripur","25120","HARIPUR","DARWAISH","5","2026","Regular","Aneeta SL","GGPS DOYAN ABI","Girls","Primary","Summer"
"aneeta.haripur.sl","dmo.haripur","29896","HARIPUR","BAIT GALI","5","2026","Regular","Aneeta SL","GGPS GUL DOGA","Girls","Primary","Summer"
"aneeta.haripur.sl","dmo.haripur","3480027","HARIPUR","DHEENDHA","5","2026","Regular","Aneeta SL","GCS MERA DOIAN ABI (NAARIAN)","Co-Edu","Primary","Summer"
"aneeta.haripur.sl","dmo.haripur","3483070","HARIPUR","HARIPUR SOUTH","5","2026","Regular","Aneeta SL","GCS CITY 10","Co-Edu","Primary","Summer"
"aneeta.haripur.sl","dmo.haripur","39459","HARIPUR","BAKKA","5","2026","Regular","Aneeta SL","GGPS PURANA BAKKA","Girls","Primary","Summer"
"aneeta.haripur.sl","dmo.haripur","41411","HARIPUR","MANKARAI","5","2026","Regular","Aneeta SL","GGPS JOGI MAHORA","Girls","Primary","Summer"
"aneeta.haripur.sl","dmo.haripur","10923","HARIPUR","SARAI NIAMAT KHAN","5","2026","Regular","Aneeta SL","GGPS NOOR PUR","Girls","Primary","Summer"
"aneeta.haripur.sl","dmo.haripur","118030","HARIPUR","SARAI NIAMAT KHAN","5","2026","Regular","Aneeta SL","GCS SARARA","Girls","Primary","Summer Zone"
"aneeta.haripur.sl","dmo.haripur","25067","HARIPUR","JABRI","5","2026","Regular","Aneeta SL","GGPS BANDI KEYALA","Girls","Primary","Summer"
"aneeta.haripur.sl","dmo.haripur","25223","HARIPUR","MUSLIM ABAD","5","2026","Regular","Aneeta SL","GGPS PAK SHAHI","Girls","Primary","Summer"
"aneeta.haripur.sl","dmo.haripur","25234","HARIPUR","KHANPUR","5","2026","Regular","Aneeta SL","GGPS PIND GUJRAH","Girls","Primary","Summer"
"aneeta.haripur.sl","dmo.haripur","25291","HARIPUR","PANIAN","5","2026","Regular","Aneeta SL","GGCMS KANGRA COLONY","Girls","Primary","Summer"
"aneeta.haripur.sl","dmo.haripur","30034","HARIPUR","BAREELA","5","2026","Regular","Aneeta SL","GGPS PADNI","Girls","Primary","Summer"
"aneeta.haripur.sl","dmo.haripur","34514","HARIPUR","MANKARAI","5","2026","Regular","Aneeta SL","GGMS JAMA","Girls","Middle","Summer"
